age,gender,height,weight,activity,goal,calorie_target
52,male,173.5,71.4,moderate,loss,1974.21
32,female,156.1,66.4,sedentary,loss,1230.38
59,female,149.2,48.9,sedentary,gain,1703.26
51,male,181.4,73.2,moderate,gain,2921.91
52,male,173.5,80.4,moderate,loss,1863.08
15,male,176.5,70.1,light,maintain,2358.87
61,female,154.8,81.3,active,maintain,2207.21
44,male,172.1,78.7,sedentary,loss,1508.49
33,female,158.1,60.3,sedentary,maintain,1511.57
42,female,161.2,71.9,moderate,loss,1655.5
15,male,169.0,62.3,moderate,gain,2919.44
47,female,149.7,63.1,light,loss,1242.84
21,female,183.8,94.7,sedentary,gain,2806.29
15,male,162.7,78.5,moderate,maintain,2551.76
15,male,176.6,68.7,moderate,gain,3389.28
60,male,159.1,46.8,sedentary,gain,1746.64
28,male,157.0,52.4,sedentary,loss,1076.11
67,male,175.9,70.3,light,maintain,1911.12
30,male,176.6,98.2,sedentary,maintain,2545.39
15,male,186.4,117.6,light,maintain,3083.82
19,female,165.2,69.7,sedentary,maintain,1690.68
62,male,173.7,72.5,sedentary,loss,1321.39
37,male,166.5,62.1,light,loss,1595.63
30,male,188.5,98.5,sedentary,maintain,2690.47
42,male,183.4,113.8,sedentary,loss,1785.78
49,male,163.8,85.9,moderate,gain,3316.1
60,male,175.3,89.5,sedentary,maintain,1740.88
66,female,163.2,77.3,moderate,maintain,2146.3
33,male,171.9,82.0,moderate,loss,2365.96
16,female,168.2,67.3,sedentary,maintain,1930.78
32,male,182.5,68.9,sedentary,loss,1569.36
44,female,160.5,61.6,moderate,maintain,1775.3
22,female,159.8,66.1,light,loss,1482.83
22,female,174.0,52.9,light,maintain,1711.15
46,male,183.4,78.4,moderate,maintain,2469.51
39,male,175.7,62.6,sedentary,maintain,1781.58
40,male,160.3,73.4,moderate,loss,1840.73
26,male,178.1,68.3,active,loss,2422.4
35,male,181.3,83.7,sedentary,loss,1579.51
23,male,150.2,47.0,sedentary,maintain,1595.07
56,female,164.0,83.9,light,loss,1316.85
58,female,158.7,41.2,active,loss,1145.63
15,female,160.2,67.1,sedentary,loss,1200.61
23,male,166.8,50.8,light,gain,2657.08
15,male,173.7,65.5,sedentary,maintain,2160.5
28,female,173.1,74.7,light,gain,2570.51
38,male,171.0,73.5,sedentary,maintain,1676.19
15,male,183.7,84.5,light,loss,1922.47
23,male,167.7,69.5,light,maintain,2421.87
21,female,168.1,59.6,active,maintain,2357.96
43,female,162.0,61.1,moderate,maintain,2169.8
41,male,178.2,76.6,moderate,gain,3298.71
27,female,162.1,65.3,sedentary,maintain,1673.67
43,female,167.1,66.2,sedentary,maintain,1611.24
30,male,151.9,62.9,moderate,gain,2503.41
35,male,162.2,64.3,light,gain,2431.55
70,female,165.3,68.1,light,maintain,1702.59
64,female,145.7,47.3,sedentary,loss,800.0
16,male,170.2,55.8,light,gain,2713.39
54,male,174.5,75.2,sedentary,maintain,2029.64
54,male,167.5,82.6,light,loss,1690.06
19,female,156.5,63.6,sedentary,gain,2065.72
54,female,164.2,54.8,moderate,gain,2128.82
67,male,184.1,93.8,sedentary,loss,1703.73
19,male,166.4,62.3,active,loss,2329.12
23,male,169.8,78.5,active,gain,4030.24
58,male,168.4,63.4,moderate,loss,1692.71
44,female,142.6,52.1,active,loss,1269.84
49,male,176.3,67.3,sedentary,gain,2418.58
46,male,183.4,73.3,moderate,maintain,2512.1
47,female,170.1,49.1,moderate,gain,2152.69
16,male,167.2,73.5,sedentary,gain,2561.59
58,female,152.0,59.3,light,gain,2065.34
61,female,162.2,68.2,light,gain,2270.57
35,female,168.6,71.8,light,maintain,2035.45
39,male,176.4,64.0,active,gain,3414.71
15,female,164.3,76.5,light,gain,2736.1
49,male,185.3,97.7,sedentary,gain,2826.78
50,female,156.1,49.8,active,gain,2126.68
38,female,160.2,67.8,sedentary,gain,2129.92
60,female,175.1,85.6,active,loss,2044.75
33,male,173.2,65.7,active,loss,2049.81
50,male,163.6,60.7,active,loss,1953.79
21,female,156.6,64.8,moderate,loss,1667.8
39,male,166.6,47.7,moderate,loss,1605.16
36,female,164.9,51.9,moderate,loss,1426.58
44,female,154.8,46.9,light,gain,1967.93
33,female,164.2,43.1,sedentary,loss,842.72
37,female,156.1,70.4,light,maintain,2060.87
54,male,155.9,38.9,moderate,gain,2224.96
32,female,164.5,69.1,moderate,loss,1369.79
15,male,176.3,86.0,light,loss,1744.31
71,female,166.1,62.6,moderate,loss,1387.98
64,female,156.6,51.5,moderate,loss,932.45
16,female,155.8,60.8,moderate,gain,2479.17
52,female,165.2,65.5,sedentary,gain,1848.32
30,female,174.2,86.5,light,gain,2699.75
44,male,175.1,49.1,sedentary,gain,2201.87
45,male,178.8,63.5,light,loss,1532.91
35,female,159.4,67.4,sedentary,gain,1981.61
25,male,161.1,62.9,moderate,gain,2994.87
27,male,183.7,92.4,sedentary,gain,3352.32
23,female,169.3,72.1,sedentary,loss,1353.34
25,female,167.7,65.8,moderate,maintain,2059.94
38,female,160.5,58.4,sedentary,loss,1043.07
27,female,166.8,95.9,moderate,loss,2404.21
52,male,183.0,103.6,active,maintain,3567.0
66,male,189.6,94.3,moderate,loss,2046.15
29,male,183.9,82.4,moderate,maintain,2946.13
44,male,175.6,81.4,moderate,maintain,2545.56
48,female,151.5,63.7,sedentary,loss,922.53
48,female,163.2,69.0,light,loss,1265.94
41,female,164.1,55.5,light,gain,2282.39
53,female,167.7,90.0,sedentary,gain,2269.45
48,male,187.2,88.0,sedentary,maintain,2393.69
17,male,174.1,100.3,light,gain,3264.52
55,female,178.8,79.4,moderate,loss,1759.54
55,male,159.2,58.0,active,loss,1820.85
26,male,178.8,96.6,light,loss,2247.7
40,female,155.6,61.4,light,maintain,1755.96
52,male,157.8,61.3,moderate,maintain,2064.25
36,female,160.4,47.8,moderate,loss,1385.07
59,male,161.9,70.7,sedentary,loss,1298.51
82,male,173.5,65.6,light,gain,2334.52
25,female,162.3,57.9,light,maintain,1900.9
15,female,170.9,63.7,light,gain,2473.86
45,female,149.9,58.4,moderate,loss,1309.68
52,male,183.2,57.3,light,maintain,2128.29
35,female,162.8,61.1,sedentary,gain,2086.53
66,male,184.3,96.5,sedentary,gain,2497.37
15,female,158.5,46.2,active,loss,1466.18
52,male,163.0,65.8,sedentary,loss,1231.45
29,female,152.3,49.1,sedentary,loss,819.63
70,female,151.7,51.0,moderate,maintain,1576.48
75,male,179.3,101.1,moderate,maintain,2442.16
26,male,188.3,58.8,moderate,maintain,2775.37
30,female,157.5,68.1,light,loss,1366.47
55,male,180.7,71.3,active,maintain,2549.99
33,female,149.8,48.5,sedentary,loss,800.0
39,male,176.6,59.3,light,gain,2534.86
40,male,181.0,89.8,light,gain,3123.83
15,female,150.4,52.4,sedentary,maintain,1346.77
39,female,160.4,58.0,light,maintain,1573.57
27,male,181.4,80.6,moderate,loss,2253.79
31,male,150.0,52.3,light,maintain,1797.73
65,male,187.0,56.0,active,loss,2026.42
17,male,178.2,69.2,moderate,gain,3234.35
54,female,167.7,78.9,moderate,maintain,2119.79
34,female,158.7,43.4,moderate,loss,1216.37
34,male,159.5,48.6,moderate,maintain,2065.95
54,female,166.3,61.0,moderate,loss,1364.39
46,male,174.3,63.0,moderate,loss,1830.04
50,male,175.3,73.4,light,gain,2274.83
57,male,184.8,65.2,light,maintain,2236.07
34,female,168.1,62.9,sedentary,maintain,1680.19
28,male,192.3,87.9,moderate,maintain,3333.02
20,female,163.2,71.7,light,maintain,1914.89
25,female,156.5,72.5,light,maintain,2025.85
93,male,173.3,68.5,sedentary,loss,927.62
62,female,165.3,88.8,moderate,maintain,1970.38
15,male,184.1,78.6,active,gain,3658.25
16,male,161.8,72.6,moderate,gain,2951.72
48,female,162.1,85.9,moderate,loss,1909.91
49,male,189.5,88.4,light,loss,2180.34
49,female,160.1,45.7,light,gain,2120.06
35,female,169.4,70.1,sedentary,maintain,1780.19
37,female,165.9,58.5,light,gain,2356.04
45,male,183.6,76.7,light,maintain,2121.43
41,female,155.5,79.7,active,maintain,2656.45
15,male,167.8,52.1,light,loss,1697.9
35,male,175.2,77.8,light,loss,1663.63
24,female,149.7,45.0,active,maintain,1967.63
43,female,159.8,57.8,light,loss,1107.09
93,male,177.3,86.0,sedentary,maintain,2043.29
46,female,176.3,79.0,light,gain,2388.87
34,female,165.2,62.8,light,loss,1336.19
56,female,167.0,58.8,moderate,loss,1362.88
48,male,185.5,87.5,light,gain,2962.32
47,female,154.3,75.4,moderate,loss,1782.88
50,male,173.5,60.0,active,maintain,2777.89
77,male,196.8,126.3,light,gain,3015.31
19,female,161.4,76.5,sedentary,loss,1366.72
48,female,170.9,88.1,moderate,gain,2898.0
23,male,183.7,85.6,light,maintain,2756.99
49,male,161.7,76.5,light,loss,1635.88
23,female,164.5,52.6,moderate,gain,2340.54
32,male,176.3,65.3,light,maintain,2039.82
34,female,164.6,74.4,active,maintain,2417.4
57,male,168.2,71.7,light,maintain,2028.87
56,female,153.1,54.7,light,loss,973.7
17,male,170.7,46.6,active,loss,1926.75
40,female,161.2,57.3,sedentary,loss,1078.4
27,female,171.5,55.0,sedentary,loss,1132.24
17,male,191.4,96.0,active,loss,3269.79
36,female,173.2,69.4,sedentary,loss,1210.45
34,male,182.7,70.7,sedentary,loss,1410.56
83,male,166.0,98.9,light,loss,1828.27
47,male,171.3,84.2,sedentary,maintain,1878.35
15,male,176.9,90.0,moderate,loss,2145.61
29,female,156.9,83.5,light,maintain,2158.59
58,male,180.2,89.6,moderate,maintain,2550.99
77,male,181.5,67.6,light,gain,2409.2
15,male,179.8,64.7,active,maintain,3076.43
15,female,170.2,82.1,sedentary,gain,2317.12
73,male,166.9,44.5,moderate,maintain,1552.77
47,female,169.5,67.9,active,loss,1970.46
24,female,156.4,39.2,light,maintain,1490.26
49,male,166.5,67.8,sedentary,maintain,1930.67
15,female,166.3,77.0,sedentary,maintain,1970.0
40,male,185.9,87.3,active,maintain,3320.41
45,female,165.9,77.7,moderate,maintain,2238.21
56,female,162.2,86.4,active,loss,1999.97
21,male,177.8,73.8,moderate,gain,3466.64
41,female,163.1,97.4,light,maintain,2365.77
23,male,164.9,67.8,sedentary,maintain,1839.42
44,female,152.1,65.4,active,gain,2699.83
23,male,174.3,64.6,light,gain,2615.62
32,male,175.7,96.6,light,maintain,2567.83
22,male,175.1,88.0,light,gain,3191.98
51,male,181.1,100.4,sedentary,maintain,2162.59
55,female,160.3,62.3,light,maintain,1651.14
35,male,180.1,59.5,moderate,gain,2980.39
40,male,173.7,78.7,sedentary,loss,1476.75
15,male,191.4,60.0,sedentary,maintain,2175.33
34,male,175.7,69.4,light,loss,1684.6
39,female,180.7,81.2,moderate,gain,3152.68
87,male,178.2,110.1,sedentary,loss,1657.0
19,female,160.3,65.3,sedentary,maintain,1699.45
66,male,166.9,68.6,active,loss,1801.35
57,male,162.0,62.3,sedentary,loss,1107.63
45,male,166.1,49.5,sedentary,gain,2104.35
71,male,167.1,68.1,light,loss,1490.43
46,male,178.6,78.0,sedentary,loss,1471.15
47,male,170.3,56.9,light,loss,1532.05
39,female,163.5,49.9,active,maintain,1902.73
62,female,172.3,64.8,light,gain,2275.47
59,male,174.2,73.7,moderate,gain,2778.69
28,male,193.7,82.3,active,loss,3075.87
16,male,164.4,52.1,sedentary,maintain,1937.08
36,female,160.8,65.4,light,maintain,1848.71
25,male,170.1,76.5,moderate,maintain,2548.85
38,female,169.5,70.5,light,gain,2184.04
62,female,144.1,44.6,moderate,gain,1905.64
31,female,150.5,60.4,moderate,loss,1424.13
39,female,161.1,60.1,light,loss,1294.97
41,female,174.4,56.7,sedentary,gain,1839.25
55,male,177.0,89.8,sedentary,maintain,2102.35
15,female,151.2,58.5,light,maintain,1832.49
29,female,152.4,54.5,sedentary,maintain,1339.81
43,male,190.1,61.2,moderate,maintain,2483.67
61,male,169.4,59.3,light,maintain,1763.63
31,female,154.5,78.9,moderate,loss,1629.92
15,male,188.3,61.0,light,maintain,2273.36
51,male,184.1,77.5,moderate,loss,2058.29
28,male,186.5,83.2,active,gain,4034.45
18,female,154.4,60.7,moderate,gain,2489.44
28,female,149.8,38.7,light,maintain,1322.84
36,male,176.2,76.9,sedentary,maintain,2150.6
29,male,178.0,52.0,light,loss,1664.16
15,female,164.9,66.5,light,loss,1593.09
56,female,173.8,63.6,active,loss,1875.25
62,male,159.4,51.1,light,loss,1168.26
51,female,168.9,79.2,moderate,gain,2747.8
19,female,153.2,53.9,moderate,gain,2303.05
36,male,182.7,87.2,light,loss,2227.53
39,male,170.7,76.6,light,loss,1747.83
50,female,155.5,71.8,sedentary,gain,1991.8
52,female,157.1,45.8,sedentary,maintain,1189.47
26,female,150.4,63.7,moderate,maintain,2082.04
41,male,175.4,74.0,moderate,gain,3054.12
48,male,168.0,63.0,light,maintain,2013.21
66,male,182.1,62.4,light,maintain,1931.22
52,male,180.8,87.3,light,maintain,2370.31
54,female,175.5,61.1,light,loss,1243.31
41,male,178.3,83.7,sedentary,maintain,2310.8
65,male,179.7,105.5,moderate,loss,2079.86
47,female,173.2,85.2,light,maintain,2182.17
24,male,169.4,86.8,light,loss,2142.21
65,female,150.1,46.8,sedentary,maintain,961.79
52,male,176.8,85.7,moderate,maintain,2633.38
32,female,150.6,42.8,sedentary,loss,809.71
31,female,181.6,75.7,light,loss,1579.52
45,female,173.6,96.0,light,gain,2833.67
48,male,194.5,80.4,light,maintain,2293.9
43,female,162.5,76.6,sedentary,gain,2191.58
45,male,180.0,92.5,moderate,gain,3634.79
70,male,170.9,84.2,light,loss,1847.59
59,male,182.9,61.2,moderate,maintain,2312.67
43,male,164.1,71.0,moderate,gain,2607.32
56,male,152.1,53.9,moderate,maintain,1841.88
21,male,167.9,81.4,light,gain,2553.91
47,female,150.4,37.4,moderate,maintain,1393.51
72,female,173.8,77.5,moderate,maintain,2218.17
36,male,191.3,91.6,light,gain,2861.4
24,male,162.4,42.2,moderate,loss,1526.15
28,male,186.6,69.7,sedentary,maintain,1955.73
20,male,183.6,53.9,sedentary,loss,1586.66
25,male,160.9,53.7,light,loss,1495.83
33,female,158.9,66.8,active,loss,1910.53
15,female,157.4,61.6,moderate,maintain,2156.78
40,male,181.7,81.8,moderate,gain,3397.73
56,male,163.9,51.9,sedentary,loss,1100.06
23,female,161.2,75.5,light,gain,2550.5
67,male,168.8,68.2,light,loss,1381.03
49,male,179.3,77.6,moderate,loss,1932.17
58,male,173.0,84.5,sedentary,gain,2774.51
28,female,157.7,48.6,light,loss,1173.56
55,female,160.3,64.3,active,loss,1338.66
20,male,193.3,96.8,active,loss,3037.63
56,female,158.7,54.2,moderate,loss,1228.99
43,female,153.7,63.6,light,maintain,1874.69
49,male,180.3,85.0,active,loss,2302.2
18,female,160.9,60.9,moderate,maintain,2176.5
23,female,150.7,53.1,moderate,maintain,1803.63
50,female,179.9,85.3,active,maintain,2474.39
22,female,159.2,69.8,active,gain,3230.87
48,female,159.0,61.4,sedentary,loss,883.64
15,female,163.3,77.4,sedentary,maintain,1997.57
55,male,190.6,97.9,moderate,maintain,2616.7
17,male,159.9,40.9,light,loss,1280.86
49,male,177.5,55.7,light,gain,2559.48
51,female,178.7,93.6,moderate,maintain,2664.89
27,male,176.2,71.0,sedentary,loss,1563.96
50,female,152.1,57.2,sedentary,loss,892.19
44,female,157.1,71.8,light,loss,1287.1
30,male,176.9,75.0,sedentary,gain,2801.01
21,female,172.6,72.0,moderate,gain,2948.59
15,male,171.9,59.4,active,maintain,2899.52
46,female,168.6,73.0,moderate,loss,1700.58
15,male,162.1,70.0,moderate,maintain,2634.0
41,male,162.0,56.2,sedentary,gain,1998.43
35,male,170.7,57.8,light,maintain,1894.07
52,male,187.9,126.5,moderate,loss,2777.13
34,female,162.6,62.3,moderate,loss,1582.46
34,male,177.6,66.0,sedentary,loss,1367.33
53,female,164.2,73.3,moderate,loss,1534.35
46,male,185.0,81.3,active,gain,3491.54
45,male,169.5,54.9,sedentary,loss,1282.12
48,male,181.2,85.9,sedentary,gain,2718.2
15,female,155.4,48.7,light,maintain,1507.8
53,male,192.8,115.6,sedentary,maintain,2550.26
51,male,167.8,73.8,active,maintain,2595.21
21,female,154.9,54.6,active,loss,1627.45
35,male,179.9,79.3,moderate,loss,2209.1
39,female,162.6,74.2,moderate,gain,2885.16
37,male,177.9,78.6,moderate,maintain,2512.06
46,male,177.0,105.2,light,loss,2188.88
65,male,165.2,79.4,moderate,loss,1872.83
59,female,174.9,80.1,moderate,loss,1702.89
16,male,183.0,66.3,moderate,loss,2086.76
51,male,187.2,81.8,sedentary,loss,1502.16
63,male,170.2,75.8,light,loss,1532.63
46,female,165.3,55.5,light,maintain,1731.06
59,female,163.6,79.8,moderate,gain,2549.09
76,female,171.0,57.4,light,loss,1007.74
58,female,171.3,62.0,light,maintain,1566.27
44,female,163.5,57.4,moderate,loss,1337.91
58,female,149.9,61.4,light,loss,1028.39
42,male,191.0,74.4,sedentary,maintain,1836.25
40,male,180.0,51.8,active,gain,3217.89
33,male,169.5,83.0,sedentary,loss,1510.54
68,male,178.7,70.2,sedentary,maintain,2000.36
25,male,161.4,50.0,sedentary,gain,2230.13
67,female,170.4,59.9,sedentary,gain,1657.16
48,female,150.2,71.6,light,loss,1247.97
15,female,160.2,54.0,moderate,loss,1489.97
46,male,177.2,73.6,light,gain,2780.99
15,female,170.3,63.8,sedentary,loss,1402.03
51,male,176.0,57.1,sedentary,maintain,1789.45
55,female,167.1,57.7,light,maintain,1603.52
29,male,174.7,55.4,light,maintain,1868.58
42,female,161.7,74.0,light,loss,1483.28
75,male,175.8,75.6,sedentary,maintain,1844.41
30,female,160.5,90.6,sedentary,loss,1532.43
20,male,159.8,53.2,sedentary,maintain,1705.28
66,female,155.9,48.9,sedentary,maintain,1190.71
75,male,177.2,97.0,moderate,loss,2110.18
40,male,172.8,85.8,light,maintain,2411.35
58,male,173.6,77.5,sedentary,gain,2137.08
64,male,172.1,56.2,light,gain,2370.65
26,female,155.1,76.6,light,loss,1525.94
31,female,158.1,59.1,light,maintain,1675.77
62,female,159.5,56.2,sedentary,maintain,1360.72
70,male,175.0,89.3,moderate,maintain,2700.6
50,female,165.1,65.2,moderate,gain,2715.54
24,male,173.4,56.4,light,gain,2420.81
75,female,153.8,57.2,light,loss,911.3
30,male,162.4,54.0,sedentary,gain,2397.89
33,female,182.8,53.5,moderate,loss,1554.76
46,male,164.8,54.4,light,gain,2585.52
67,male,170.3,62.7,sedentary,gain,2025.93
55,female,166.1,51.9,light,maintain,1549.23
47,female,164.9,72.3,active,gain,2498.04
48,female,166.2,56.6,light,maintain,1438.66
40,male,171.0,76.5,light,maintain,2008.24
50,male,177.1,57.9,moderate,gain,3005.28
15,male,175.6,86.6,sedentary,loss,1675.35
34,female,159.5,46.4,light,gain,1943.06
44,male,177.2,50.2,moderate,loss,1709.75
19,female,170.4,85.9,moderate,maintain,2451.18
46,male,174.8,61.6,moderate,loss,1950.6
36,female,161.9,83.6,light,loss,1776.88
71,male,184.6,90.5,moderate,maintain,2236.2
68,male,183.7,92.9,active,loss,2596.62
31,female,174.7,87.6,light,gain,2371.14
37,male,159.2,62.1,sedentary,loss,1106.78
38,male,183.1,82.4,active,loss,2662.52
31,female,166.8,82.8,sedentary,gain,2209.55
43,male,167.0,68.4,sedentary,gain,2363.37
26,female,164.0,55.7,light,maintain,1779.72
19,female,170.4,77.3,light,loss,1482.65
51,male,167.5,44.9,moderate,gain,2543.53
51,male,179.0,95.9,light,maintain,2565.7
25,male,182.8,100.4,sedentary,gain,2940.09
56,female,153.4,69.2,moderate,maintain,1790.23
28,male,173.7,88.2,moderate,gain,3431.54
44,female,164.4,63.8,moderate,gain,2266.1
54,male,167.8,66.3,light,maintain,1848.58
39,male,167.1,51.6,sedentary,gain,2191.99
48,female,160.9,82.5,light,maintain,2107.93
30,male,182.2,72.4,sedentary,loss,1509.71
36,male,180.8,83.4,sedentary,loss,1700.01
36,male,167.2,70.3,moderate,loss,1966.89
26,male,180.9,58.8,light,gain,2768.74
36,male,167.5,45.3,light,maintain,1733.23
15,female,149.1,53.4,moderate,maintain,1886.92
31,male,171.7,64.7,light,gain,2652.2
34,female,171.0,69.0,sedentary,maintain,1892.72
35,male,180.9,94.2,sedentary,loss,1645.67
35,male,175.0,76.6,sedentary,loss,1377.35
38,female,158.7,69.0,active,loss,2172.63
48,male,171.5,76.5,moderate,loss,2025.34
55,male,176.0,69.9,light,loss,1663.95
28,female,153.5,45.9,sedentary,maintain,1400.74
18,female,159.2,63.9,sedentary,loss,1221.85
21,male,173.1,73.0,moderate,loss,2288.67
31,female,151.2,64.3,active,gain,2840.08
33,female,155.3,56.2,sedentary,gain,2102.09
26,female,165.3,61.9,active,maintain,2375.45
16,female,162.1,60.3,light,loss,1495.43
31,male,172.2,58.9,sedentary,gain,2625.81
43,male,166.8,84.9,sedentary,maintain,2045.28
50,female,174.6,88.8,moderate,loss,1996.13
29,male,167.5,52.0,light,maintain,1881.9
32,female,164.0,74.3,moderate,loss,1722.75
23,male,170.6,46.6,sedentary,gain,2260.93
39,male,175.3,87.4,moderate,gain,3169.95
24,female,165.7,57.3,sedentary,loss,1099.51
50,female,151.0,58.4,sedentary,maintain,1372.96
15,male,174.9,49.0,sedentary,maintain,2008.92
33,male,185.7,64.2,moderate,gain,2861.64
45,male,190.9,95.1,moderate,maintain,3069.69
43,female,161.0,54.0,sedentary,loss,865.86
88,male,175.4,62.2,light,loss,1331.9
46,female,179.7,97.8,moderate,loss,2277.47
21,female,171.1,99.4,light,gain,3319.54
38,female,157.1,69.6,active,gain,2705.45
15,male,169.4,54.8,active,loss,2172.96
38,female,169.7,91.9,light,loss,1837.08
25,male,165.9,46.7,moderate,maintain,2244.17
56,female,170.7,65.9,moderate,gain,2058.2
30,male,178.0,76.8,sedentary,loss,1506.85
37,male,179.7,105.4,light,maintain,2855.45
28,female,159.9,71.9,sedentary,loss,1183.62
71,female,157.0,54.0,active,loss,1303.48
34,male,188.2,69.9,moderate,gain,3380.52
72,male,172.8,85.1,sedentary,maintain,1862.9
54,female,158.7,54.4,light,maintain,1583.34
48,female,161.4,65.0,light,gain,2456.68
46,male,176.7,55.7,moderate,gain,2921.35
47,male,165.7,72.9,light,loss,1524.07
15,female,157.5,65.0,moderate,maintain,2138.82
